"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 04 14:07:15 MSK 2026","Thu Jun 04 14:07:58 MSK 2026","42993","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","photoGrid","photoGrid()","Сетка фотографий"
"passed","Thu Jun 04 13:53:30 MSK 2026","Thu Jun 04 13:53:48 MSK 2026","18079","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageRegistered","mainPageRegistered()","Проверка иконок при авторизованном режиме - iOS"
"failed","Thu Jun 04 14:03:39 MSK 2026","Thu Jun 04 14:04:22 MSK 2026","43152","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","viewPhotosFromAlbum","viewPhotosFromAlbum()","Просмотр фотографий из альбома с несколькими фото"
"failed","Thu Jun 04 13:57:52 MSK 2026","Thu Jun 04 13:58:43 MSK 2026","50891","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageSearchNotRegistered","mainPageSearchNotRegistered()","Проверка поисковой системы при неавторизованном режиме - iOS"
"passed","Thu Jun 04 13:49:56 MSK 2026","Thu Jun 04 13:50:34 MSK 2026","38558","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageCheckingFilters","mainPageCheckingFilters()","Проверка функционала фильтра - iOS"
"failed","Thu Jun 04 14:08:40 MSK 2026","Thu Jun 04 14:09:23 MSK 2026","42611","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","closeAccess","closeAccess()","Закрыть доступ к альбому"
"failed","Thu Jun 04 14:12:57 MSK 2026","Thu Jun 04 14:13:41 MSK 2026","43815","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","verifyPhotosSortedByUploadDateInAlbum","verifyPhotosSortedByUploadDateInAlbum()","Сортировка фото в альбоме по дате загрузки"
"failed","Thu Jun 04 14:06:32 MSK 2026","Thu Jun 04 14:07:15 MSK 2026","43036","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","photoRotationClockwise","photoRotationClockwise()","Поворот фотографий по часовой стрелке"
"failed","Thu Jun 04 14:04:22 MSK 2026","Thu Jun 04 14:05:06 MSK 2026","43160","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","verifyPhotoHEICUploadThroughAlbumAdd","verifyPhotoHEICUploadThroughAlbumAdd()","Проверка загрузки HEIC через  добавление фото в альбоме"
"failed","Thu Jun 04 14:20:57 MSK 2026","Thu Jun 04 14:21:41 MSK 2026","43631","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","printingAllAlbum","printingAllAlbum()","Печать всего альбома"
"failed","Thu Jun 04 14:21:43 MSK 2026","Thu Jun 04 14:22:29 MSK 2026","46592","","testsIOS.PresentsTests","","testsIOS.PresentsTests","mainPageCreatingSpiralNotepads","mainPageCreatingSpiralNotepads()","Проверка создания подарков из раздела товары - iOS"
"failed","Thu Jun 04 14:02:57 MSK 2026","Thu Jun 04 14:03:39 MSK 2026","42409","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","deletingAlbum","deletingAlbum()","Создаём альбом и удаляем его из списка."
