"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 23 08:03:24 MSK 2026","Thu Jul 23 08:03:24 MSK 2026","322","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","comprehensiveSearchFunctionalityTest","comprehensiveSearchFunctionalityTest()","Комплексная проверка функциональности поиска в каталоге - iOS"
"broken","Thu Jul 23 08:02:59 MSK 2026","Thu Jul 23 08:02:59 MSK 2026","230","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorNewAlbumAllFieldsAreCompleted","checkConsentModalInNativeEditorNewAlbumAllFieldsAreCompleted()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: авторизованный пользователь, Все поля заполнены, user_requirements_done: false. Локальный таймлайн - загрузить в новый альбом"
"broken","Thu Jul 23 08:03:39 MSK 2026","Thu Jul 23 08:03:39 MSK 2026","224","","testsIOS.InteriorTests","","testsIOS.InteriorTests","mainPageCheckingInterior","mainPageCheckingInterior()","Проверка создания интерьера из раздела товары - iOS"
"broken","Thu Jul 23 08:02:38 MSK 2026","Thu Jul 23 08:02:38 MSK 2026","227","","testsIOS.CardsTests","","testsIOS.CardsTests","mainPageCreatingCards","mainPageCreatingCards()","Проверка создания карточек из раздела товары - iOS"
"broken","Thu Jul 23 08:03:10 MSK 2026","Thu Jul 23 08:03:10 MSK 2026","238","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageWallCalendarsA3","mainPageWallCalendarsA3()","Проверка создания календари из раздела товары - iOS"
"broken","Thu Jul 23 08:03:21 MSK 2026","Thu Jul 23 08:03:21 MSK 2026","232","","testsIOS.PresentsTests","","testsIOS.PresentsTests","mainPageCreatingGiftPostCards","mainPageCreatingGiftPostCards()","Проверка создания подарков из раздела товары - iOS"
"failed","Thu Jul 23 08:05:47 MSK 2026","Thu Jul 23 08:06:22 MSK 2026","34739","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","movePhotosFromAlbums","movePhotosFromAlbums()","Перенести фото на экране ""Просмотр фотографии"" в альбоме"
"broken","Thu Jul 23 08:03:29 MSK 2026","Thu Jul 23 08:03:30 MSK 2026","238","","testsIOS.AuthorizationTests","","testsIOS.AuthorizationTests","testMalformedEmailNoDomain","testMalformedEmailNoDomain()",""
"broken","Thu Jul 23 08:02:58 MSK 2026","Thu Jul 23 08:02:58 MSK 2026","243","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkingRulePageInNativeEditor","checkingRulePageInNativeEditor()","Проверка корректного перехода по ссылке на страницу закона ФЗ"
"failed","Thu Jul 23 07:40:21 MSK 2026","Thu Jul 23 07:40:57 MSK 2026","35336","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","verifyPhotosSortedByNameInAlbum","verifyPhotosSortedByNameInAlbum()","Сортировка фото в альбоме по имени"
