"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jul 24 07:47:50 MSK 2026","Fri Jul 24 07:48:24 MSK 2026","34428","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","photoRotationCounterclockwise","photoRotationCounterclockwise()","Поворот фотографий против часовой стрелки"
"broken","Fri Jul 24 08:03:19 MSK 2026","Fri Jul 24 08:03:20 MSK 2026","244","","testsIOS.AuthorizationTests","","testsIOS.AuthorizationTests","testSpecialCharactersEmail","testSpecialCharactersEmail()",""
"broken","Fri Jul 24 08:02:59 MSK 2026","Fri Jul 24 08:03:00 MSK 2026","302","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageKidsThemeCalendar","mainPageKidsThemeCalendar()","Проверка создания календаря с детской тематикой - iOS"
"broken","Fri Jul 24 08:02:44 MSK 2026","Fri Jul 24 08:02:44 MSK 2026","237","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorPrintingPhoto","checkConsentModalInNativeEditorPrintingPhoto()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: Авторизованный юзер, не все поля заполнены, user_requirements_done: false. Редактор_Фото"
"broken","Fri Jul 24 08:03:00 MSK 2026","Fri Jul 24 08:03:00 MSK 2026","245","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageWallCalendarsB2","mainPageWallCalendarsB2()","Проверка создания календари из раздела товары - iOS"
"broken","Fri Jul 24 08:02:59 MSK 2026","Fri Jul 24 08:02:59 MSK 2026","264","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageHolidayThemeCalendar","mainPageHolidayThemeCalendar()","Проверка создания календаря с праздничной тематикой - iOS"
"broken","Fri Jul 24 08:03:15 MSK 2026","Fri Jul 24 08:03:16 MSK 2026","288","","testsIOS.AuthorizationTests","","testsIOS.AuthorizationTests","testCyrillicCharacters","testCyrillicCharacters()",""
"failed","Fri Jul 24 07:34:15 MSK 2026","Fri Jul 24 07:34:59 MSK 2026","43483","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","verifyRetryAfterPartialPhotoUpload","verifyRetryAfterPartialPhotoUpload()","Проверка частичной загрузки фото с Повторить"
"broken","Fri Jul 24 08:03:01 MSK 2026","Fri Jul 24 08:03:01 MSK 2026","234","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageDeskPlanningCalendars","mainPageDeskPlanningCalendars()","Проверка создания календари из раздела товары - iOS"
"broken","Fri Jul 24 08:03:13 MSK 2026","Fri Jul 24 08:03:13 MSK 2026","346","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageCheckingNotificationsNotRegistered","mainPageCheckingNotificationsNotRegistered()","Проверка раздела уведомления - iOS"
