"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 28 08:02:01 MSK 2026","Tue Jul 28 08:02:01 MSK 2026","260","","testsIOS.PresentsTests","","testsIOS.PresentsTests","mainPageCreatingMailPostCards","mainPageCreatingMailPostCards()","Проверка создания подарков из раздела товары - iOS"
"broken","Tue Jul 28 08:01:35 MSK 2026","Tue Jul 28 08:01:35 MSK 2026","248","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorPrintingPhoto","checkConsentModalInNativeEditorPrintingPhoto()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: Авторизованный юзер, не все поля заполнены, user_requirements_done: false. Редактор_Фото"
"broken","Tue Jul 28 08:02:04 MSK 2026","Tue Jul 28 08:02:04 MSK 2026","254","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","comprehensiveSearchFunctionalityTest","comprehensiveSearchFunctionalityTest()","Комплексная проверка функциональности поиска в каталоге - iOS"
"broken","Tue Jul 28 08:01:31 MSK 2026","Tue Jul 28 08:01:31 MSK 2026","251","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","verifyEditorStepByStepWithAPI","verifyEditorStepByStepWithAPI()","Авторизация в редакторе с последующим заполнением полей"
"broken","Tue Jul 28 08:01:46 MSK 2026","Tue Jul 28 08:01:46 MSK 2026","285","","testsIOS.CheckoutTests","","testsIOS.CheckoutTests","CheckoutPickUpWithFPS","CheckoutPickUpWithFPS()","Оформление заказа с самовывозом и оплатой через систему быстрых платежей"
"broken","Tue Jul 28 08:02:08 MSK 2026","Tue Jul 28 08:02:08 MSK 2026","260","","testsIOS.AuthorizationTests","","testsIOS.AuthorizationTests","testValidEmailLogin","testValidEmailLogin()",""
"broken","Tue Jul 28 08:01:41 MSK 2026","Tue Jul 28 08:01:42 MSK 2026","329","","testsIOS.PhotoBooksTests","","testsIOS.PhotoBooksTests","mainPagePhotoBookFavorites","mainPagePhotoBookFavorites()","Проверка создания фотокниги с избранным - iOS"
"broken","Tue Jul 28 08:01:45 MSK 2026","Tue Jul 28 08:01:45 MSK 2026","293","","testsIOS.PhotoBooksTests","","testsIOS.PhotoBooksTests","mainPageCreatingPhotoBooksWithASoftCover","mainPageCreatingPhotoBooksWithASoftCover()","Проверка создания фотокниги из раздела товары - iOS"
"broken","Tue Jul 28 08:12:09 MSK 2026","Tue Jul 28 08:12:37 MSK 2026","27930","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","deletingAlbum","deletingAlbum()","Создаём альбом и удаляем его из списка."
"broken","Tue Jul 28 08:01:39 MSK 2026","Tue Jul 28 08:01:39 MSK 2026","253","","testsIOS.PhotoBooksTests","","testsIOS.PhotoBooksTests","mainPageCreatingPhotoBooksOnCoatedPaper","mainPageCreatingPhotoBooksOnCoatedPaper()","Проверка создания фотокниги из раздела товары - iOS"
"broken","Tue Jul 28 08:01:53 MSK 2026","Tue Jul 28 08:01:53 MSK 2026","249","","testsIOS.CalendarsTests","","testsIOS.CalendarsTests","mainPageFlipCalendars","mainPageFlipCalendars()","Проверка создания календари из раздела товары - iOS"
"broken","Tue Jul 28 08:03:13 MSK 2026","Tue Jul 28 08:03:41 MSK 2026","28106","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","verifyPhotoPNGUploadThroughAlbumAdd","verifyPhotoPNGUploadThroughAlbumAdd()","Проверка загрузки PNG через  добавление фото в альбоме"
"broken","Tue Jul 28 07:50:55 MSK 2026","Tue Jul 28 07:50:55 MSK 2026","251","","testsIOS.PrintingPhotoTests","","testsIOS.PrintingPhotoTests","mainPagePhotosWithSignature","mainPagePhotosWithSignature()","Проверка печать фото из раздела товары - iOS"
"broken","Tue Jul 28 07:50:57 MSK 2026","Tue Jul 28 07:50:58 MSK 2026","290","","testsIOS.PrintingPhotoTests","","testsIOS.PrintingPhotoTests","mainPagePhotoUploadFromDevice","mainPagePhotoUploadFromDevice()","Проверка печати фотографий с загрузкой с устройства - iOS"
"broken","Tue Jul 28 08:01:47 MSK 2026","Tue Jul 28 08:01:48 MSK 2026","251","","testsIOS.CheckoutTests","","testsIOS.CheckoutTests","checkoutChangePickupPoint","checkoutChangePickupPoint()","Проверка оформления заказа с изменением пункта самовывоза - iOS"
"broken","Tue Jul 28 08:02:04 MSK 2026","Tue Jul 28 08:02:04 MSK 2026","253","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageCheckingOrdersRegistered","mainPageCheckingOrdersRegistered()","Проверка раздела история заказов - iOS"
"broken","Tue Jul 28 08:01:32 MSK 2026","Tue Jul 28 08:01:33 MSK 2026","254","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorProjectAllFieldsAreCompleted","checkConsentModalInNativeEditorProjectAllFieldsAreCompleted()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: авторизованный пользователь, все поля заполнены, user_requirements_done=false.Проекты_редактор"
