"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 26 07:34:20 MSK 2026","Sun Jul 26 07:34:56 MSK 2026","35651","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotosWithSignature","mainPagePhotosWithSignature()","Проверка печать фото из раздела товары - Android"
"passed","Sun Jul 26 07:38:57 MSK 2026","Sun Jul 26 07:39:22 MSK 2026","24616","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoSizeFiltering","mainPagePhotoSizeFiltering()","Проверка фильтрации фотографий по размеру - Android"
"passed","Sun Jul 26 08:12:10 MSK 2026","Sun Jul 26 08:12:25 MSK 2026","15386","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testVeryShortPassword","testVeryShortPassword()","Вход с очень коротким паролем - Android"
"passed","Sun Jul 26 08:11:42 MSK 2026","Sun Jul 26 08:11:57 MSK 2026","14231","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testVeryLongEmail","testVeryLongEmail()","Вход с очень длинным email - Android"
"failed","Sun Jul 26 08:06:49 MSK 2026","Sun Jul 26 08:08:00 MSK 2026","70602","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","deletePhotosFromAlbums","deletePhotosFromAlbums()","Удаление фото из на экране /Просмотр фотографии/ в альбоме"
"passed","Sun Jul 26 08:03:59 MSK 2026","Sun Jul 26 08:05:19 MSK 2026","80047","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","photoRotationCounterclockwise","photoRotationCounterclockwise()","Поворот фотографий против часовой стрелки"
"passed","Sun Jul 26 08:10:14 MSK 2026","Sun Jul 26 08:10:55 MSK 2026","40768","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyPhotoPNGUploadThroughAlbumAdd","verifyPhotoPNGUploadThroughAlbumAdd()","Проверка загрузки PNG через  добавление фото в альбоме"
"passed","Sun Jul 26 07:36:42 MSK 2026","Sun Jul 26 07:37:07 MSK 2026","24708","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithQuantitySelection","mainPagePhotoWithQuantitySelection()","Проверка создания фотографий с выбором количества - Android"
"passed","Sun Jul 26 07:42:05 MSK 2026","Sun Jul 26 07:43:04 MSK 2026","58636","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyRetryAfterPartialPhotoUpload","verifyRetryAfterPartialPhotoUpload()","Проверка частичной загрузки фото с Повторить"
"passed","Sun Jul 26 07:40:51 MSK 2026","Sun Jul 26 07:41:15 MSK 2026","24243","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPageStandardPhotoCreation","mainPageStandardPhotoCreation()","Проверка создания стандартных фотографий - Android"
