"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 25 08:12:34 MSK 2026","Sat Jul 25 08:12:47 MSK 2026","13046","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testInvalidPasswordReset","testInvalidPasswordReset()","Сброс пароля с недействительным email - Android"
"passed","Sat Jul 25 08:05:16 MSK 2026","Sat Jul 25 08:05:44 MSK 2026","28313","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyPhotosSortedByCreationDateInAlbum","verifyPhotosSortedByCreationDateInAlbum()","Сортировка фото в альбоме по дате создания"
"broken","Sat Jul 25 07:56:53 MSK 2026","Sat Jul 25 07:57:57 MSK 2026","64213","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","addPhotoFromAllPhotosAndAlbumsWithLimitedAccessAndroid","addPhotoFromAllPhotosAndAlbumsWithLimitedAccessAndroid()","Добавление фото в альбом из «Все фото и Альбомы»  с ограниченным доступом к фото.Android"
"passed","Sat Jul 25 07:34:21 MSK 2026","Sat Jul 25 07:34:58 MSK 2026","36267","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotosWithSignature","mainPagePhotosWithSignature()","Проверка печать фото из раздела товары - Android"
"passed","Sat Jul 25 08:12:47 MSK 2026","Sat Jul 25 08:13:03 MSK 2026","15795","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testNumericOnlyPassword","testNumericOnlyPassword()","Вход с паролем только из цифр - Android"
"failed","Sat Jul 25 08:07:56 MSK 2026","Sat Jul 25 08:09:09 MSK 2026","72092","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","addPhotoFromPhotoStreamDeniedAccessAndroid","addPhotoFromPhotoStreamDeniedAccessAndroid()","Добавление фото из «Все фото и Альбомы» при запрещённом доступе к фото Android"
"broken","Sat Jul 25 07:57:57 MSK 2026","Sat Jul 25 07:58:27 MSK 2026","30117","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","addPhotoFromGalleryWithDeniedAccessAndroid","addPhotoFromGalleryWithDeniedAccessAndroid()","Добавление фото из Галереи при запрещённом доступе к фото Android"
"failed","Sat Jul 25 07:34:58 MSK 2026","Sat Jul 25 07:35:39 MSK 2026","41251","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoPolaroid10x10","mainPagePhotoPolaroid10x10()","Проверка печать фото из раздела товары - Android"
"failed","Sat Jul 25 07:48:39 MSK 2026","Sat Jul 25 07:49:51 MSK 2026","71557","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","photoGrid","photoGrid()","Сетка фотографий"
"passed","Sat Jul 25 07:40:54 MSK 2026","Sat Jul 25 07:41:19 MSK 2026","25060","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPageStandardPhotoCreation","mainPageStandardPhotoCreation()","Проверка создания стандартных фотографий - Android"
"passed","Sat Jul 25 08:11:38 MSK 2026","Sat Jul 25 08:11:52 MSK 2026","14139","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testVeryLongEmail","testVeryLongEmail()","Вход с очень длинным email - Android"
"passed","Sat Jul 25 07:46:24 MSK 2026","Sat Jul 25 07:47:14 MSK 2026","50783","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","movingPhotoIntoAlbums","movingPhotoIntoAlbums()","Перемещение фотографии из альбома"
"failed","Sat Jul 25 07:58:56 MSK 2026","Sat Jul 25 08:00:06 MSK 2026","69651","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","printingPhotosFromAlbums","printingPhotosFromAlbums()","Напечатать фото на экране /Просмотр фотографии/ в альбоме"
"passed","Sat Jul 25 07:43:39 MSK 2026","Sat Jul 25 07:44:14 MSK 2026","34848","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","deletingAlbum","deletingAlbum()","Создаём альбом и удаляем его из списка."
"failed","Sat Jul 25 07:52:32 MSK 2026","Sat Jul 25 07:53:07 MSK 2026","35381","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","closeAccess","closeAccess()","Закрыть доступ к альбому"
"passed","Sat Jul 25 07:41:43 MSK 2026","Sat Jul 25 07:42:08 MSK 2026","25171","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithGalleryUpload","mainPagePhotoWithGalleryUpload()","Проверка создания фотографий с загрузкой из галереи - Android"
"passed","Sat Jul 25 07:44:14 MSK 2026","Sat Jul 25 07:45:06 MSK 2026","51420","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","viewPhotosFromAlbum","viewPhotosFromAlbum()","Просмотр фотографий из альбома с несколькими фото"
"passed","Sat Jul 25 07:41:19 MSK 2026","Sat Jul 25 07:41:43 MSK 2026","24360","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithDateSelection","mainPagePhotoWithDateSelection()","Проверка создания фотографий с выбором дат - Android"
"passed","Sat Jul 25 07:56:15 MSK 2026","Sat Jul 25 07:56:53 MSK 2026","37645","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","renameAnAlbum","renameAnAlbum()","Переименование альбома"
"passed","Sat Jul 25 07:42:09 MSK 2026","Sat Jul 25 07:43:07 MSK 2026","58349","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyRetryAfterPartialPhotoUpload","verifyRetryAfterPartialPhotoUpload()","Проверка частичной загрузки фото с Повторить"
"passed","Sat Jul 25 08:02:51 MSK 2026","Sat Jul 25 08:03:54 MSK 2026","63331","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","viewSharedAlbum","viewSharedAlbum()","Просмотр расшаренного альбома"
"passed","Sat Jul 25 07:39:00 MSK 2026","Sat Jul 25 07:39:25 MSK 2026","24773","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoSizeFiltering","mainPagePhotoSizeFiltering()","Проверка фильтрации фотографий по размеру - Android"
"failed","Sat Jul 25 07:55:04 MSK 2026","Sat Jul 25 07:56:15 MSK 2026","70568","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","deselectPhotosInAlbums","deselectPhotosInAlbums()","Отмена выбора фотографий в альбоме"
"passed","Sat Jul 25 08:05:44 MSK 2026","Sat Jul 25 08:06:46 MSK 2026","61682","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","movePhotosFromAlbums","movePhotosFromAlbums()","Перенести фото на экране /Просмотр фотографии/ в альбоме"
"failed","Sat Jul 25 07:38:23 MSK 2026","Sat Jul 25 07:39:00 MSK 2026","36881","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPageStandardPhotos","mainPageStandardPhotos()","Проверка печать фото из раздела товары - Android"
"passed","Sat Jul 25 08:00:52 MSK 2026","Sat Jul 25 08:01:41 MSK 2026","49619","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","selectedAllPhotosInAlbum","selectedAllPhotosInAlbum()","Создаём альбом, добавляем фото из «Все фото и Альбомы», выбираем все и очищаем данные (cleanup)."
"passed","Sat Jul 25 07:37:59 MSK 2026","Sat Jul 25 07:38:23 MSK 2026","24422","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoStyleFiltering","mainPagePhotoStyleFiltering()","Проверка фильтрации фотографий по стилю - Android"
"passed","Sat Jul 25 07:45:06 MSK 2026","Sat Jul 25 07:45:46 MSK 2026","40450","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyPhotoHEICUploadThroughAlbumAdd","verifyPhotoHEICUploadThroughAlbumAdd()","Проверка загрузки HEIC через  добавление фото в альбоме"
"passed","Sat Jul 25 08:03:54 MSK 2026","Sat Jul 25 08:05:16 MSK 2026","81197","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","photoRotationCounterclockwise","photoRotationCounterclockwise()","Поворот фотографий против часовой стрелки"
"passed","Sat Jul 25 07:49:51 MSK 2026","Sat Jul 25 07:50:19 MSK 2026","27645","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyPhotosSortedByNameInAlbum","verifyPhotosSortedByNameInAlbum()","Сортировка фото в альбоме по имени"
"failed","Sat Jul 25 08:01:41 MSK 2026","Sat Jul 25 08:02:51 MSK 2026","69551","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","deleteAnyPhotosFromAlbum","deleteAnyPhotosFromAlbum()","Создаём альбом, добавляем фото, удаляем выбранные."
"passed","Sat Jul 25 07:54:29 MSK 2026","Sat Jul 25 07:55:04 MSK 2026","35805","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","checkEmptyAlbum","checkEmptyAlbum()","Просмотр пустого альбома"
"passed","Sat Jul 25 07:33:56 MSK 2026","Sat Jul 25 07:34:21 MSK 2026","25446","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithSignature","mainPagePhotoWithSignature()","Проверка создания фотографий с подписью - Android"
"passed","Sat Jul 25 07:43:07 MSK 2026","Sat Jul 25 07:43:39 MSK 2026","32312","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","printSomePhotosFromAlbum","printSomePhotosFromAlbum()","Печать нескольких выбранных фотографий из альбома"
"passed","Sat Jul 25 07:47:15 MSK 2026","Sat Jul 25 07:48:39 MSK 2026","84849","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","photoRotationClockwise","photoRotationClockwise()","Поворот фотографий по часовой стрелке"
"failed","Sat Jul 25 07:33:18 MSK 2026","Sat Jul 25 07:33:53 MSK 2026","35342","","testsAndroid.CartTestsAndroid","","testsAndroid.CartTestsAndroid","mainPageCreatingPhotoBooksForMiniBooks","mainPageCreatingPhotoBooksForMiniBooks()","Проверка добавления Фотокниг в корзину - Android"
"passed","Sat Jul 25 08:12:20 MSK 2026","Sat Jul 25 08:12:34 MSK 2026","14382","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testInvalidPasswordLogin","testInvalidPasswordLogin()","Вход с неверным паролем - Android"
"passed","Sat Jul 25 07:37:10 MSK 2026","Sat Jul 25 07:37:34 MSK 2026","24320","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithCropping","mainPagePhotoWithCropping()","Проверка создания фотографий с кадрированием - Android"
"passed","Sat Jul 25 07:36:44 MSK 2026","Sat Jul 25 07:37:10 MSK 2026","25231","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithQuantitySelection","mainPagePhotoWithQuantitySelection()","Проверка создания фотографий с выбором количества - Android"
"broken","Sat Jul 25 07:51:29 MSK 2026","Sat Jul 25 07:52:32 MSK 2026","63301","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","addPhotoFromGalleryWithLimitedAccessAndroid","addPhotoFromGalleryWithLimitedAccessAndroid()","Добавление фото в альбом из Галереи с ограниченным доступом к фото Android"
"failed","Sat Jul 25 07:45:46 MSK 2026","Sat Jul 25 07:46:24 MSK 2026","37691","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","abilityToShareAnAlbum","abilityToShareAnAlbum()","Возможность Поделиться альбомом/отправить ссылку"
"passed","Sat Jul 25 07:40:22 MSK 2026","Sat Jul 25 07:40:53 MSK 2026","31345","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePrintingPhoto","mainPagePrintingPhoto()","Проверка печать фото из раздела товары - Android"
"passed","Sat Jul 25 07:36:20 MSK 2026","Sat Jul 25 07:36:44 MSK 2026","24167","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoSeriesFiltering","mainPagePhotoSeriesFiltering()","Проверка фильтрации фотографий по серии - Android"
"passed","Sat Jul 25 08:11:23 MSK 2026","Sat Jul 25 08:11:38 MSK 2026","14918","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testValidEmailLogin","testValidEmailLogin()","Вход с действительным email - Android"
"failed","Sat Jul 25 07:35:39 MSK 2026","Sat Jul 25 07:36:20 MSK 2026","41070","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoPolaroid10x13","mainPagePhotoPolaroid10x13()","Проверка печать фото из раздела товары - Android"
"failed","Sat Jul 25 07:50:19 MSK 2026","Sat Jul 25 07:51:28 MSK 2026","69815","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","addingPhotosFromGalleryInAlbum","addingPhotosFromGalleryInAlbum()","Добавление фото в альбом из галереи с разрешенным доступом."
"passed","Sat Jul 25 07:37:34 MSK 2026","Sat Jul 25 07:37:59 MSK 2026","24883","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePhotoWithPaperSelection","mainPagePhotoWithPaperSelection()","Проверка создания фотографий с выбором бумаги - Android"
"passed","Sat Jul 25 08:10:09 MSK 2026","Sat Jul 25 08:10:49 MSK 2026","40543","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","verifyPhotoPNGUploadThroughAlbumAdd","verifyPhotoPNGUploadThroughAlbumAdd()","Проверка загрузки PNG через  добавление фото в альбоме"
"passed","Sat Jul 25 07:39:25 MSK 2026","Sat Jul 25 07:39:50 MSK 2026","24725","","testsAndroid.PrintingPhotoTestsAndroid","","testsAndroid.PrintingPhotoTestsAndroid","mainPagePremiumPhotoCreation","mainPagePremiumPhotoCreation()","Проверка создания премиум фотографий - Android"
"passed","Sat Jul 25 08:11:52 MSK 2026","Sat Jul 25 08:12:05 MSK 2026","13103","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testSpecialCharactersEmail","testSpecialCharactersEmail()","Вход с специальными символами в email - Android"
"passed","Sat Jul 25 08:12:05 MSK 2026","Sat Jul 25 08:12:20 MSK 2026","15187","","testsAndroid.AuthorizationTestsAndroid","","testsAndroid.AuthorizationTestsAndroid","testVeryShortPassword","testVeryShortPassword()","Вход с очень коротким паролем - Android"
"passed","Sat Jul 25 08:00:06 MSK 2026","Sat Jul 25 08:00:52 MSK 2026","46097","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","creatingAlbum","creatingAlbum()","Проверяем успешное создание нового альбома и его отображение."
"passed","Sat Jul 25 08:10:49 MSK 2026","Sat Jul 25 08:11:23 MSK 2026","33270","","testsAndroid.AlbumsPageTestsAndroid","","testsAndroid.AlbumsPageTestsAndroid","printingAllAlbum","printingAllAlbum()","Печать всего альбома"
