"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 22 15:13:34 MSK 2026","Wed Jul 22 15:13:34 MSK 2026","251","","testsIOS.PresentsTests","","testsIOS.PresentsTests","mainPagePresentsQuantitySelection","mainPagePresentsQuantitySelection()","Проверка создания подарков с выбором количества - iOS"
"failed","Wed Jul 22 15:16:04 MSK 2026","Wed Jul 22 15:16:46 MSK 2026","41284","","testsIOS.AlbumsPageTests","","testsIOS.AlbumsPageTests","deletePhotosFromAlbums","deletePhotosFromAlbums()","Удаление фото из на экране ""Просмотр фотографии"" в альбоме"
"broken","Wed Jul 22 15:13:33 MSK 2026","Wed Jul 22 15:13:34 MSK 2026","237","","testsIOS.PresentsTests","","testsIOS.PresentsTests","mainPageCreatingMagnets","mainPageCreatingMagnets()","Проверка создания подарков из раздела товары - iOS"
"broken","Wed Jul 22 15:13:51 MSK 2026","Wed Jul 22 15:13:51 MSK 2026","253","","testsIOS.InteriorTests","","testsIOS.InteriorTests","mainPageCreatingCanvases","mainPageCreatingCanvases()","Проверка создания интерьера из раздела товары - iOS"
"broken","Wed Jul 22 15:13:39 MSK 2026","Wed Jul 22 15:13:39 MSK 2026","238","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageSearchWithTooLongWord","mainPageSearchWithTooLongWord()","Проверка поисковой системы при авторизованном режиме - iOS"
"broken","Wed Jul 22 15:13:53 MSK 2026","Wed Jul 22 15:13:53 MSK 2026","252","","testsIOS.InteriorTests","","testsIOS.InteriorTests","mainPageCreatingPrintOnWoodHorizontal","mainPageCreatingPrintOnWoodHorizontal()","Проверка создания интерьера из раздела товары - iOS"
"broken","Wed Jul 22 15:13:09 MSK 2026","Wed Jul 22 15:13:10 MSK 2026","243","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorCatalogAllFieldsAreCompleted","checkConsentModalInNativeEditorCatalogAllFieldsAreCompleted()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: авторизованный пользователь, все поля заполнены, user_requirements_done=false. Каталог_редактор"
"broken","Wed Jul 22 15:13:13 MSK 2026","Wed Jul 22 15:13:13 MSK 2026","244","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorAlbumsAllFieldsAreCompleted","checkConsentModalInNativeEditorAlbumsAllFieldsAreCompleted()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: авторизованный пользователь, Все поля заполнены, user_requirements_done: false. Локальный таймлайн - напечатать"
"broken","Wed Jul 22 15:13:10 MSK 2026","Wed Jul 22 15:13:10 MSK 2026","248","","testsIOS.NewEditorFZ","","testsIOS.NewEditorFZ","checkConsentModalInNativeEditorCatalog","checkConsentModalInNativeEditorCatalog()","Проверка модального окна согласия с ФЗ при создании продукта в нативном редакторе: авторизованный пользователь, не все поля заполнены, user_requirements_done=false. Каталог_редактор"
"broken","Wed Jul 22 15:13:40 MSK 2026","Wed Jul 22 15:13:40 MSK 2026","249","","testsIOS.CatalogCLassTest","","testsIOS.CatalogCLassTest","mainPageSearchWithIncorrectInputType","mainPageSearchWithIncorrectInputType()","Проверка поисковой системы при авторизованном режиме - iOS"
"broken","Wed Jul 22 15:32:40 MSK 2026","Wed Jul 22 15:32:40 MSK 2026","251","","testsIOS.PrintingPhotoTests","","testsIOS.PrintingPhotoTests","mainPagePhotoCroppingFiltering","mainPagePhotoCroppingFiltering()","Проверка печати фотографий с фильтрацией по кадрированию - iOS"
